locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Mulund West, Mumbai,14800000.0,25500,584,Ready to move,Apartment,4,2,New,2.5
Mulund West, Mumbai,9990000.0,22449,445,Under Construction,Apartment,3,1,New,-1.0
Mulund West, Mumbai,13600000.000000002,23901,569,Under Construction,Apartment,4,2,New,-1.0
Thane West, Mumbai,9999000.0,15974,626,Under Construction,Apartment,4,2,New,0.0
Thane West, Mumbai,16500000.0,17364,956,Under Construction,Apartment,5,3,New,0.0
Thane West, Mumbai,7198999.999999999,16438,438,Under Construction,Apartment,3,1,New,0.0
Fursungi, Pune,3800000.0,3792,1002,Under Construction,Apartment,4,2,New,0.0
Fursungi, Pune,3690000.0,3642,1013,Under Construction,Apartment,4,2,New,-2.0
Mundhwa, Pune,4700000.0,5222,900,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,31700000.0,27000,1175,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,22500000.0,27000,837,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,31700000.0,27000,1177,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,22700000.0,27000,841,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,46500000.0,41771,1115,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,23500000.0,27000,873,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,22400000.000000004,27000,833,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,23300000.0,27000,865,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,30700000.0,27000,1139,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,22200000.000000004,27000,825,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,20099999.999999996,27000,746,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,30500000.0,27000,1130,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,35600000.0,42328,842,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,30500000.0,27000,1131,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,23700000.0,27000,880,Under Construction,Apartment,4,2,New,-1.0
Mulund East, Mumbai,16200000.000000002,24143,671,Ready to move,Apartment,4,2,New,1.5
Powai, Mumbai,19800000.0,29508,671,Under Construction,Apartment,4,2,New,1.0
Powai, Mumbai,23500000.0,26463,888,Under Construction,Apartment,4,2,New,1.0
Powai, Mumbai,47500000.0,28875,1645,Under Construction,Apartment,5,3,New,1.0
Powai, Mumbai,35200000.0,32958,1068,Under Construction,Apartment,5,3,New,1.0
Kanjurmarg, Mumbai,15200000.0,22723,669,Under Construction,Apartment,4,2,New,1.0
Kanjurmarg, Mumbai,10400000.0,22560,465,Under Construction,Apartment,3,1,New,1.0
Kanjurmarg, Mumbai,13200000.0,22533,590,Under Construction,Apartment,4,2,New,1.0
Kanjurmarg, Mumbai,11800000.0,22133,535,Under Construction,Apartment,3,1,New,1.0
Hadapsar, Pune,5600000.0,8615,650,Ready to move,Apartment,3,1,Resale,6.5
Mundhwa, Pune,4700000.0,5222,900,Under Construction,Apartment,4,2,New,-1.0
Fursungi, Pune,5200000.0,5531,940,Ready to move,Apartment,4,2,Resale,2.0
Kalyan East, Mumbai,6800000.0,8500,800,Under Construction,Apartment,4,2,New,-5.0
Ambernath East, Mumbai,4870000.0,4774,1020,Under Construction,Apartment,4,2,New,2.0
Ambernath East, Mumbai,4931000.0,4696,1050,Under Construction,Apartment,5,3,New,2.0
Ambernath East, Mumbai,3850000.0,3928,980,Under Construction,Apartment,4,2,New,-2.0
Borivali West, Mumbai,20000000.0,20000,1000,Under Construction,Apartment,5,3,New,3.0
Borivali West, Mumbai,10500000.0,19090,550,Ready to move,Apartment,3,1,Resale,16.5
Borivali West, Mumbai,18500000.0,25342,730,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,9500000.0,16379,580,Ready to move,Apartment,3,1,Resale,1.0
Borivali East, Mumbai,32500000.0,21666,1500,Ready to move,Apartment,5,3,Resale,2.5
Dahisar West, Mumbai,15500000.0,17222,900,Ready to move,Apartment,4,2,Resale,2.5
Borivali West, Mumbai,18000000.0,18947,950,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,10500000.0,19090,550,Ready to move,Apartment,3,1,New,2.0
Dahisar West, Mumbai,9000000.0,16363,550,Ready to move,Apartment,3,1,Resale,4.0
Borivali West, Mumbai,17500000.0,19444,900,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,11500000.0,20909,550,Ready to move,Apartment,3,1,Resale,2.5
Dahisar East, Mumbai,21000000.0,26250,800,Ready to move,Apartment,4,2,Resale,3.0
Borivali West, Mumbai,16500000.0,17368,950,Ready to move,Apartment,4,2,Resale,2.0
Dahisar, Mumbai,8000000.0,14545,550,Under Construction,Apartment,3,1,New,0.0
Borivali West, Mumbai,5800000.0,16571,350,Ready to move,Studio Apartment,2,0,Resale,1.0
Borivali West, Mumbai,62500000.0,31250,2000,Ready to move,Apartment,5,3,Resale,5.5
Borivali West, Mumbai,20000000.0,16666,1200,Ready to move,Apartment,5,3,Resale,0.5
Vasai, Mumbai,26500000.0,27894,950,Ready to move,Apartment,5,3,New,16.5
Borivali West, Mumbai,18000000.0,20000,900,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,30000000.0,25000,1200,Ready to move,Apartment,5,3,Resale,2.5
Powai, Mumbai,8500000.0,17708,480,Ready to move,Apartment,3,1,New,17.5
Borivali West, Mumbai,16500000.0,18333,900,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,43000000.0,21500,2000,Ready to move,Apartment,6,4,Resale,2.5
Borivali West, Mumbai,30000000.0,24000,1250,Ready to move,Apartment,5,3,New,2.5
Borivali West, Mumbai,19500000.0,21666,900,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,20000000.0,20000,1000,Ready to move,Apartment,5,3,Resale,4.0
Dahisar, Mumbai,17000000.0,20000,850,Ready to move,Apartment,4,2,Resale,0.5
Borivali West, Mumbai,25000000.0,22727,1100,Ready to move,Apartment,5,3,Resale,4.0
Dahisar, Mumbai,7800000.0,14181,550,Ready to move,Apartment,3,1,New,0.5
Dahisar, Mumbai,17000000.0,18888,900,Ready to move,Apartment,4,2,Resale,0.5
Thane West, Mumbai,9500000.0,17272,550,Ready to move,Apartment,3,1,Resale,21.5
Borivali West, Mumbai,16000000.0,18823,850,Ready to move,Apartment,4,2,New,2.0
Andheri West, Mumbai,50000000.0,31250,1600,Ready to move,Apartment,6,4,Resale,4.0
Mulund West, Mumbai,16500000.0,18333,900,Ready to move,Apartment,4,2,Resale,12.5
Wakad, Pune,9300000.0,6200,1500,Ready to move,Apartment,5,3,Resale,9.5
Pimple Saudagar, Pune,8000000.0,7272,1100,Ready to move,Apartment,4,2,Resale,13.5
Sion, Mumbai,14400000.0,22641,637,Under Construction,Apartment,4,2,New,2.0
Sion, Mumbai,13200000.0,21818,606,Under Construction,Apartment,4,2,New,2.0
Sion, Mumbai,8098999.999999999,20098,404,Under Construction,Apartment,3,1,New,2.0
Sion, Mumbai,17700000.0,20577,866,Under Construction,Apartment,5,3,New,2.0
Sion, Mumbai,15000000.0,22011,687,Under Construction,Apartment,4,2,New,2.0
Kharghar, Mumbai,10000000.0,7097,1409,Under Construction,Apartment,5,3,New,-3.0
Thane West, Mumbai,21000000.0,15000,1400,Ready to move,Apartment,6,4,Resale,18.5
Thane West, Mumbai,22500000.0,11250,2000,Ready to move,Apartment,5,3,Resale,2.5
Kharghar, Mumbai,7800000.0,7507,1039,Under Construction,Apartment,4,2,New,-3.0
Kharghar, Mumbai,4900000.0,7368,665,Under Construction,Apartment,3,1,New,-3.0
Kharghar, Mumbai,10000000.0,7097,1409,Under Construction,Apartment,5,3,New,-3.0
Mohammed wadi, Pune,4700000.0,5000,940,Under Construction,Apartment,4,2,New,2.0
Mohammed wadi, Pune,3200000.0,5161,620,Under Construction,Apartment,3,1,New,1.0
Keshav Nagar, Pune,3700000.0,3523,1050,Ready to move,Apartment,4,2,Resale,2.0
Nerul, Mumbai,17000000.0,14166,1200,Ready to move,Apartment,4,2,Resale,9.0
Nerul, Mumbai,7500000.0,12931,580,Ready to move,Apartment,3,1,Resale,13.5
Kharghar, Mumbai,15500000.0,10954,1415,Ready to move,Apartment,4,2,New,2.0
Kharghar, Mumbai,23000000.0,10217,2251,Ready to move,Apartment,5,3,New,3.0
Naigaon East, Mumbai,2750000.0,4330,635,Under Construction,Apartment,3,1,New,-2.0
Andheri West, Mumbai,26500000.0,27894,950,Ready to move,Apartment,4,2,Resale,2.0
Andheri West, Mumbai,21500000.0,17916,1200,Ready to move,Apartment,4,2,Resale,2.0
Andheri West, Mumbai,27500000.0,22000,1250,Ready to move,Apartment,5,3,Resale,2.5
Bandra West, Mumbai,42500000.0,36956,1150,Ready to move,Apartment,4,2,Resale,2.5
Ravet, Pune,6600000.0,8461,780,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,4400000.0,8560,514,Under Construction,Apartment,3,1,New,-1.0
Kamothe, Mumbai,5150000.0,7103,725,Under Construction,Apartment,3,1,New,2.0
Ravet, Pune,6816000.0,8660,787,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,6827000.0,8664,788,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,7784000.0,8554,910,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,7773000.0,8551,909,Under Construction,Apartment,4,2,New,-1.0
Gahunje, Pune,5200000.0,7703,675,Ready to move,Studio Apartment,2,0,Resale,4.5
Gahunje, Pune,5200000.0,7703,675,Ready to move,Studio Apartment,2,0,Resale,4.5
Gahunje, Pune,18000000.0,9000,2000,Ready to move,Apartment,5,3,Resale,4.5
Baner, Pune,7300000.0,6746,1082,Ready to move,Apartment,4,2,New,6.5
Hinjewadi, Pune,5700000.0,6499,877,Ready to move,Apartment,5,3,New,2.0
Sus, Pune,7300000.0,5347,1365,Ready to move,Apartment,5,3,New,1.5
Hinjewadi, Pune,6200000.0,5061,1225,Ready to move,Apartment,5,3,Resale,2.0
Sus, Pune,6100000.0,6161,990,Ready to move,Apartment,4,2,New,1.5
Lohegaon, Pune,4346000.0,5888,738,Under Construction,Apartment,3,1,New,3.0
Dhanori, Pune,4499000.0,4853,927,Under Construction,Apartment,4,2,New,-3.0
Dhanori, Pune,5199000.0,5376,967,Ready to move,Apartment,4,2,New,2.0
Lohegaon, Pune,4600000.0,4372,1052,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,4599000.0,4893,940,Under Construction,Apartment,4,2,New,-3.0
Chembur, Mumbai,38000000.0,23750,1600,Ready to move,Apartment,5,3,Resale,3.0
Chembur, Mumbai,33500000.0,19940,1680,Ready to move,Apartment,5,3,Resale,3.0
Chembur, Mumbai,39200000.0,24500,1600,Ready to move,Apartment,5,3,Resale,3.0
Chembur, Mumbai,47000000.0,20888,2250,Ready to move,Apartment,5,3,Resale,3.0
Chembur, Mumbai,47000000.0,20888,2250,Ready to move,Apartment,5,3,Resale,3.0
Kalyan West, Mumbai,5500000.0,6586,835,Under Construction,Apartment,3,1,New,1.0
Kalyan West, Mumbai,8500000.0,7142,1190,Ready to move,Apartment,4,2,New,2.0
Kalyan West, Mumbai,7000000.0,7486,935,Ready to move,Apartment,4,2,Resale,2.0
Mulund West, Mumbai,23500000.0,23152,1015,Under Construction,Apartment,5,3,New,-4.0
Vadgaon Budruk, Pune,7000000.0,7368,950,Ready to move,Apartment,4,2,New,2.0
Bhandup West, Mumbai,15500000.0,21678,715,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,15500000.0,21678,715,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,16000000.0,22535,710,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,15000000.0,21126,710,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,16000000.0,22535,710,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,16000000.0,22377,715,Ready to move,Apartment,4,2,Resale,2.0
Bhandup West, Mumbai,15000000.0,20979,715,Ready to move,Apartment,4,2,Resale,2.0
Hadapsar, Pune,9250000.0,9287,996,Ready to move,Apartment,4,2,Resale,0.5
Pashan, Pune,10800000.0,6000,1810,Ready to move,Apartment,5,3,New,7.5
Pashan, Pune,10500000.0,6000,1750,Ready to move,Apartment,5,3,New,7.5
Pashan, Pune,18200000.0,6000,3046,Ready to move,Apartment,5,3,New,7.5
Pashan, Pune,16299999.999999998,6000,2726,Ready to move,Apartment,5,3,New,7.5
Pashan, Pune,10900000.0,6000,1830,Ready to move,Apartment,5,3,New,7.5
Balewadi, Pune,23200000.0,18747,1240,Under Construction,Apartment,6,4,New,-2.0
Bavdhan, Pune,8809000.0,15374,573,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,10300000.0,15357,671,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,8999000.0,15357,586,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,15900000.0,16748,955,Under Construction,Apartment,5,3,New,-5.0
Bavdhan, Pune,11100000.000000002,15359,725,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,8807000.0,15343,574,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,10400000.0,15358,679,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,13400000.0,14249,947,Under Construction,Apartment,5,3,New,-5.0
Bavdhan, Pune,11000000.0,15358,717,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,8985000.0,15359,585,Under Construction,Apartment,4,2,New,-5.0
Bavdhan, Pune,8970000.0,15360,584,Under Construction,Apartment,4,2,New,-5.0
Kothrud, Pune,11700000.0,12086,968,Under Construction,Apartment,4,2,New,2.0
Talegaon, Pune,6700000.0,4944,1355,Ready to move,Apartment,5,3,Resale,3.0
Wakad, Pune,6156000.0,8683,709,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6007000.0,8681,692,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6138000.0,8681,707,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6330000.0,8683,729,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6038000.0,8676,696,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6114000.0,8600,711,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6026000.0,8683,694,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6161000.0,8593,717,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6155000.0,8597,716,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,5921000.0,8681,682,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,5778000.0,8676,666,Under Construction,Apartment,4,2,New,-1.0
Wakad, Pune,6200000.0,8683,714,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,4400000.0,4631,950,Under Construction,Apartment,4,2,New,-2.0
Mamurdi, Pune,3800000.0,4470,850,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,3400000.0,5862,580,Under Construction,Apartment,3,1,New,-3.0
Ravet, Pune,6800000.0,5666,1200,Ready to move,Apartment,5,3,New,1.5
Thane West, Mumbai,13500000.0,12820,1053,Ready to move,Apartment,4,2,Resale,16.5
Thane West, Mumbai,24000000.0,20000,1200,Ready to move,Apartment,5,3,New,2.5
Dahisar, Mumbai,12000000.0,14117,850,Ready to move,Apartment,4,2,Resale,3.5
Mamurdi, Pune,4000000.0,4705,850,Under Construction,Apartment,4,2,New,2.0
Ravet, Pune,4500000.0,4736,950,Under Construction,Apartment,4,2,New,2.0
Ravet, Pune,3600000.0,4761,756,Ready to move,Apartment,3,1,New,2.0
Ravet, Pune,4700000.0,5292,888,Under Construction,Apartment,4,2,New,2.0
Ravet, Pune,4500000.0,4736,950,Under Construction,Apartment,4,2,New,-2.0
Kiwale, Pune,6500000.0,5416,1200,Under Construction,Apartment,5,3,New,3.0
Kiwale, Pune,4700000.0,5280,890,Under Construction,Apartment,4,2,New,2.0
Tathawade, Pune,4700000.0,5529,850,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,7000000.0,6363,1100,Under Construction,Apartment,5,3,New,-1.0
Ravet, Pune,4700000.0,4947,950,Under Construction,Apartment,4,2,New,-3.0
Ravet, Pune,6000000.0,6000,1000,Ready to move,Apartment,4,2,New,2.0
Hinjewadi, Pune,4700000.0,4947,950,Under Construction,Apartment,4,2,New,-4.0
Ravet, Pune,4500000.0,5294,850,Ready to move,Apartment,4,2,Resale,2.0
Ravet, Pune,4800000.0,5079,945,Ready to move,Apartment,4,2,New,1.5
Ravet, Pune,2600000.0,3823,680,Under Construction,Apartment,3,1,New,1.0
Ravet, Pune,6500000.0,6500,1000,Under Construction,Apartment,4,2,New,-2.0
Mamurdi, Pune,4600000.0,4600,1000,Under Construction,Apartment,4,2,New,-1.0
Ravet, Pune,4800000.0,4800,1000,Under Construction,Apartment,4,2,New,2.0
Kiwale, Pune,4400000.0,5176,850,Under Construction,Apartment,4,2,New,2.0
Ulwe, Mumbai,3500000.0,5645,620,Ready to move,Apartment,3,1,Resale,2.0
Undri, Pune,4000000.0,3917,1021,Ready to move,Apartment,4,2,New,4.5
Undri, Pune,3700000.0,3936,940,Ready to move,Apartment,4,2,New,4.5
Balewadi, Pune,8100000.0,7284,1112,Under Construction,Apartment,4,2,New,-1.0
Balewadi, Pune,11500000.0,8036,1431,Under Construction,Apartment,5,3,New,-1.0
Balewadi, Pune,7800000.0,7449,1047,Under Construction,Apartment,4,2,New,0.0
Hinjewadi, Pune,4450000.0,5253,847,Under Construction,Apartment,4,2,New,0.0
Warje, Pune,3200000.0,5714,560,Ready to move,Apartment,3,1,Resale,19.5
Warje, Pune,9400000.0,8377,1122,Ready to move,Apartment,4,2,Resale,7.5
Warje, Pune,7500000.0,8241,910,Ready to move,Apartment,4,2,Resale,2.0
Warje, Pune,7200000.0,7955,905,Ready to move,Apartment,4,2,Resale,8.5
Warje, Pune,11000000.0,5945,1850,Ready to move,Apartment,4,2,Resale,5.5
Karve Nagar, Pune,8000000.0,8264,968,Ready to move,Apartment,4,2,Resale,2.0
Ambernath West, Mumbai,2700000.0,3970,680,Ready to move,Apartment,3,1,New,2.0
Ambernath East, Mumbai,3300000.0,4187,788,Ready to move,Apartment,3,1,New,0.5
Borivali East, Mumbai,11100000.000000002,21637,513,Under Construction,Apartment,3,1,New,1.0
Pimple Saudagar, Pune,7000000.0,6363,1100,Ready to move,Apartment,4,2,Resale,11.5
Thane West, Mumbai,6200000.0,9117,680,Ready to move,Apartment,3,1,Resale,4.5
Thane West, Mumbai,5700000.0,8382,680,Ready to move,Apartment,3,1,Resale,4.5
Thane West, Mumbai,13799999.999999998,16829,820,Ready to move,Apartment,4,2,Resale,10.0
Taloja, Mumbai,4300000.0,5771,745,Under Construction,Apartment,3,1,New,-4.0
Taloja, Mumbai,6500000.0,5306,1225,Under Construction,Apartment,4,2,New,-4.0
Taloja, Mumbai,6300000.0,5384,1170,Under Construction,Apartment,4,2,New,-4.0
Thane West, Mumbai,17500000.0,13779,1270,Ready to move,Apartment,5,3,Resale,6.5
Thane West, Mumbai,8500000.0,16346,520,Ready to move,Apartment,3,1,Resale,4.5
Thane West, Mumbai,11500000.0,16197,710,Ready to move,Apartment,4,2,Resale,4.5
Thane West, Mumbai,16500000.0,18333,900,Ready to move,Apartment,5,3,Resale,12.5
Rasayani, Mumbai,3200000.0,3076,1040,Under Construction,Apartment,4,2,New,2.0
Rasayani, Mumbai,3000000.0,3108,965,Under Construction,Apartment,4,2,New,2.0
Ulwe, Mumbai,8700000.0,7909,1100,Ready to move,Apartment,4,2,New,1.5
Thane West, Mumbai,17500000.0,13779,1270,Ready to move,Apartment,5,3,Resale,6.5
Thane West, Mumbai,8500000.0,16346,520,Ready to move,Apartment,3,1,Resale,4.5
Thane West, Mumbai,11500000.0,16197,710,Ready to move,Apartment,4,2,Resale,4.5
Taloja, Mumbai,4300000.0,5771,745,Under Construction,Apartment,3,1,New,-4.0
Taloja, Mumbai,6500000.0,5306,1225,Under Construction,Apartment,4,2,New,-4.0
Taloja, Mumbai,6300000.0,5384,1170,Under Construction,Apartment,4,2,New,-4.0
Thane West, Mumbai,16500000.0,18333,900,Ready to move,Apartment,5,3,Resale,12.5
Thane West, Mumbai,13799999.999999998,16829,820,Ready to move,Apartment,4,2,Resale,10.0
Kondhwa, Pune,5500000.0,5612,980,Ready to move,Apartment,3,1,Resale,8.5
Kondhwa, Pune,4900000.0,4900,1000,Ready to move,Apartment,4,2,Resale,2.5
Kondhwa, Pune,5000000.0,4000,1250,Ready to move,Apartment,4,2,Resale,2.0
Kondhwa, Pune,5100000.0,5125,995,Under Construction,Apartment,4,2,Resale,2.0
Kondhwa, Pune,4200000.0,4200,1000,Ready to move,Apartment,3,1,Resale,10.5
Baner, Pune,15500000.0,7380,2100,Under Construction,Apartment,5,3,New,-1.0
Baner, Pune,5800000.0,7733,750,Ready to move,Apartment,4,2,Resale,2.0
Baner, Pune,7700000.0,7333,1050,Under Construction,Apartment,4,2,New,-1.0
Baner, Pune,6800000.0,6868,990,Ready to move,Apartment,4,2,Resale,7.5
Pimple Saudagar, Pune,5800000.0,6590,880,Ready to move,Apartment,4,2,New,9.5
Kondhwa, Pune,4000000.0,4166,960,Ready to move,Apartment,4,2,Resale,7.5
Dhanori, Pune,4100000.0,5125,800,Ready to move,Apartment,4,2,Resale,2.5
Dhanori, Pune,4800000.0,5150,932,Ready to move,Apartment,4,2,Resale,2.0
Pimpri, Pune,5200000.0,6046,860,Ready to move,Apartment,4,2,Resale,9.5
Handewadi, Pune,5000000.0,5952,840,Ready to move,Apartment,4,2,New,2.5
Handewadi, Pune,5100000.0,5204,980,Ready to move,Apartment,4,2,Resale,2.0
NIBM Annex Mohammadwadi, Pune,5500000.0,5500,1000,Ready to move,Apartment,4,2,Resale,7.5
Malad West, Mumbai,3300000.0,14666,225,Ready to move,Studio Apartment,2,0,Resale,1.0
Bhayandar East, Mumbai,8750000.0,8254,1060,Ready to move,Apartment,6,4,New,0.5
Bhayandar East, Mumbai,5550000.0,7928,700,Ready to move,Apartment,3,1,New,0.5
Mira Road East, Mumbai,9450000.0,8028,1177,Ready to move,Apartment,4,2,New,2.0
Mira Road East, Mumbai,5750000.0,7855,732,Ready to move,Apartment,3,1,New,2.0
Mira Road East, Mumbai,8750000.0,8101,1080,Ready to move,Apartment,4,2,New,2.0
Mira Road East, Mumbai,5950000.0,8040,740,Ready to move,Apartment,3,1,New,2.0
Mira Road East, Mumbai,6270000.0,8648,725,Under Construction,Apartment,3,1,New,1.0
Hinjewadi, Pune,6898999.999999999,10747,642,Under Construction,Apartment,4,2,New,-3.0
Andheri West, Mumbai,17500000.0,26923,650,Ready to move,Apartment,3,1,Resale,1.0
Andheri West, Mumbai,12500000.0,27777,450,Ready to move,Apartment,3,1,Resale,1.0
Tathawade, Pune,5000000.0,5291,945,Under Construction,Apartment,4,2,New,-1.0
Vikhroli, Mumbai,101100000.0,37444,2700,Ready to move,Apartment,5,3,New,0.5
Vikhroli, Mumbai,19700000.0,28142,700,Under Construction,Apartment,3,1,New,2.0
Pimple Nilakh, Pune,48000000.0,9411,5100,Ready to move,Apartment,8,6,Resale,0.5
Wakad, Pune,20000000.0,9195,2175,Ready to move,Apartment,5,3,Resale,7.5
Mira Road East, Mumbai,7300000.0,8202,890,Under Construction,Apartment,4,2,New,2.0
Kandivali West, Mumbai,23000000.0,15333,1500,Under Construction,Apartment,4,2,New,0.0
Malad West, Mumbai,18000000.0,15000,1200,Under Construction,Apartment,4,2,New,0.0
Malad West, Mumbai,29500000.0,21071,1400,Under Construction,Apartment,5,3,New,0.0
Kandivali West, Mumbai,20700000.0,19807,1050,Under Construction,Apartment,4,2,New,0.0
Kandivali West, Mumbai,36100000.0,25837,1400,Under Construction,Apartment,5,3,New,0.0
Kandivali West, Mumbai,20700000.0,19807,1050,Under Construction,Apartment,4,2,New,0.0
Chembur, Mumbai,31700000.0,19435,1631,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,23300000.0,19224,1212,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,45000000.0,25553,1761,Under Construction,Apartment,6,4,New,-4.0
Wadala, Mumbai,64000000.0,22800,2807,Ready to move,Apartment,6,4,New,4.0
Wadala, Mumbai,52500000.0,22658,2317,Ready to move,Apartment,5,3,New,3.0
Chembur, Mumbai,44500000.0,22384,1988,Under Construction,Apartment,6,4,New,-2.0
Chembur, Mumbai,30500000.0,21895,1393,Under Construction,Apartment,5,3,New,-2.0
Chembur, Mumbai,22000000.0,22132,994,Under Construction,Apartment,4,2,New,-2.0
Wadala, Mumbai,68500000.0,19837,3453,Ready to move,Apartment,10,8,New,5.0
Wadala, Mumbai,51500000.0,22150,2325,Ready to move,Apartment,5,3,New,3.0
Wadala, Mumbai,30500000.0,21926,1391,Ready to move,Apartment,4,2,New,2.0
Chembur, Mumbai,14500000.0,16609,873,Under Construction,Apartment,4,2,New,-1.0
Chembur, Mumbai,9900000.0,17678,560,Under Construction,Apartment,3,1,New,-1.0
Govandi, Mumbai,71500000.0,21588,3312,Under Construction,Apartment,8,6,New,6.0
Govandi, Mumbai,47000000.0,22034,2133,Under Construction,Apartment,6,4,New,4.0
Govandi, Mumbai,35500000.0,21437,1656,Under Construction,Apartment,5,3,New,3.0
Govandi, Mumbai,23000000.0,21575,1066,Under Construction,Apartment,4,2,New,2.0
Wadala, Mumbai,48500000.0,24544,1976,Ready to move,Apartment,5,3,New,3.0
Wadala, Mumbai,29500000.0,23412,1260,Ready to move,Apartment,4,2,New,2.0
Chembur, Mumbai,18600000.0,16301,1141,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,22000000.0,22132,994,Under Construction,Apartment,4,2,New,2.0
Chembur, Mumbai,41500000.0,22456,1848,Under Construction,Apartment,5,3,New,-2.0
Chembur, Mumbai,48500000.0,28379,1709,Under Construction,Apartment,5,3,New,3.0
Wadala, Mumbai,48500000.0,24544,1976,Ready to move,Apartment,5,3,New,3.0
Wadala, Mumbai,29500000.0,23412,1260,Ready to move,Apartment,4,2,New,2.0
Chembur, Mumbai,18600000.0,16301,1141,Under Construction,Apartment,5,3,New,-1.0
Chembur, Mumbai,22000000.0,22132,994,Under Construction,Apartment,4,2,New,2.0
Chembur, Mumbai,41500000.0,22456,1848,Under Construction,Apartment,5,3,New,-2.0
Chembur, Mumbai,48500000.0,28379,1709,Under Construction,Apartment,5,3,New,3.0
Thane West, Mumbai,20000000.0,15384,1300,Ready to move,Apartment,5,3,Resale,5.5
Thane West, Mumbai,16000000.0,13333,1200,Ready to move,Apartment,5,3,Resale,2.0
Thane West, Mumbai,21500000.0,17200,1250,Ready to move,Apartment,5,3,Resale,3.0
Mira Road East, Mumbai,9565000.0,9109,1050,Under Construction,Apartment,4,2,New,-4.0
Mira Road East, Mumbai,6550000.0,8791,745,Under Construction,Apartment,3,1,New,-4.0
Mira Road East, Mumbai,5100000.0,6939,735,Under Construction,Apartment,3,1,New,-2.0
Mira Road East, Mumbai,5000000.0,7032,711,Under Construction,Apartment,3,1,New,-2.0
Mira Road East, Mumbai,8900000.0,8476,1050,Under Construction,Apartment,4,2,New,-6.0
Mira Road East, Mumbai,5900000.0,8251,715,Under Construction,Apartment,3,1,New,-6.0
Mira Road East, Mumbai,12500000.0,9433,1325,Under Construction,Apartment,5,3,New,-6.0
Mira Road East, Mumbai,8950000.0,8994,995,Under Construction,Apartment,4,2,New,-6.0
